version,description,M,N,K,group_size,BM,BN,BK,warp_tile_m,warp_tile_n,stages,threads,registers_per_thread,smem_bytes,occupancy,cache_mode,median_ms,mean_ms,min_ms,p95_ms,effective_tflops,speedup_vs_previous,speedup_vs_baseline,max_abs_error,rmse,notes
quantize,"GPU symmetric group quantization",4096,4096,4096,64,0,0,0,0,0,0,256,-1,0,-1,preprocess,0.58102399,0.62985831,0.568672,0.72499198,0,0,0,0,0,""
repack,"CTA tile-contiguous BN128 BK32",4096,4096,4096,64,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.054623999,0.054711983,0.0528,0.056928001,0,0,0,0,0,""
repack_mma,"lane-native MMA fragments + tile-contiguous scales",4096,4096,4096,64,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.039744001,0.042867199,0.038112,0.044895999,0,0,0,0,0,"weights and scales; no allocation in timed region"
repack_mma_pair,"two k16 fragments per uint32 + tile-contiguous scales",4096,4096,4096,64,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.032191999,0.032211527,0.030624,0.032639999,0,0,0,0,0,"weights and scales; no allocation in timed region"
end_to_end,"quantize + final-layout repack + fused final GEMM",4096,4096,4096,64,64,128,32,64,32,2,128,-1,0,-1,one-shot,3.374784,3.3717546,3.0602241,3.6246719,40.725259,0,0,0,0,"preprocessing is normally amortized for inference weights"
dequant,"materialize packed INT4 B as FP16",4096,4096,4096,64,0,0,0,0,0,0,256,-1,0,-1,baseline-component,0.135904,0.14290011,0.134848,0.18668801,0,0,0,0,0,"separately timed component of dequant + cuBLAS"
cublas_fp16,"cuBLAS FP16 Tensor Core on dequantized B",4096,4096,4096,64,0,0,0,0,0,0,0,-1,0,-1,steady,2.04512,2.039923,2.012512,2.0582399,67.203369,0,0,0,0,"not workload-equivalent: B already materialized"
separate,"dequant kernel + cuBLAS",4096,4096,4096,64,0,0,0,0,0,0,0,-1,0,-1,steady,2.710144,2.6929562,2.2015679,2.9462719,50.712785,0,0,0,0,"includes dequant and GEMM"
v18a,"fragment-pair TMA + two packed scale registers",4096,4096,4096,64,64,128,32,64,32,2,128,96,12816,0.41666666,steady,2.4649601,2.4909606,2.1088319,2.8234241,55.75707,1,1,0,0,""
v18b,"compact pair/scale + computed-phase full/empty TMA",4096,4096,4096,64,64,128,32,64,32,2,128,96,12832,0.41666666,steady,2.6319361,2.6166131,2.1291201,2.9152319,52.219716,0.93655774,0.93655774,0,0,""
v18c,"compact full/empty TMA + serialized BFE/PRMT decode",4096,4096,4096,64,64,128,32,64,32,2,128,96,12832,0.41666666,steady,2.608896,2.6374831,2.178688,3.069792,52.680886,1.0088313,0.9448288,0,0,""
final,"group-aware V17: ldmatrix TMA g32/g64, pair-repack TMA g128",4096,4096,4096,64,64,128,32,64,32,2,128,96,12816,0.41666666,steady,2.4762559,2.5120742,2.12432,2.8512959,55.502726,1.0535648,0.99543836,0,0,""
final_cold,"group-aware V17: ldmatrix TMA g32/g64, pair-repack TMA g128",4096,4096,4096,64,64,128,32,64,32,2,128,96,12816,0.41666666,cold-ish,2.6408961,2.6337872,2.127872,2.9009919,52.042545,0.93765748,0.93338019,0,0,"128 MiB cache-disturb kernel before each untimed GEMM event"
