version,description,M,N,K,group_size,BM,BN,BK,warp_tile_m,warp_tile_n,stages,threads,registers_per_thread,smem_bytes,occupancy,cache_mode,median_ms,mean_ms,min_ms,p95_ms,effective_tflops,speedup_vs_previous,speedup_vs_baseline,max_abs_error,rmse,notes
quantize,"GPU symmetric group quantization",4096,4096,4096,32,0,0,0,0,0,0,256,-1,0,-1,preprocess,1.2394561,1.1933624,0.955872,1.292256,0,0,0,0,0,""
repack,"CTA tile-contiguous BN128 BK32",4096,4096,4096,32,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.055936001,0.056780554,0.054175999,0.057248,0,0,0,0,0,""
repack_mma,"lane-native MMA fragments + tile-contiguous scales",4096,4096,4096,32,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.041503999,0.04170743,0.039808001,0.042144001,0,0,0,0,0,"weights and scales; no allocation in timed region"
repack_mma_pair,"two k16 fragments per uint32 + tile-contiguous scales",4096,4096,4096,32,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.033408001,0.034230627,0.032191999,0.034784,0,0,0,0,0,"weights and scales; no allocation in timed region"
end_to_end,"quantize + final-layout repack + fused final GEMM",4096,4096,4096,32,64,128,32,64,32,2,128,-1,0,-1,one-shot,3.906816,3.9124708,3.429152,4.2467518,35.179275,0,0,0,0,"preprocessing is normally amortized for inference weights"
dequant,"materialize packed INT4 B as FP16",4096,4096,4096,32,0,0,0,0,0,0,256,-1,0,-1,baseline-component,0.13888,0.14236413,0.13772801,0.18073601,0,0,0,0,0,"separately timed component of dequant + cuBLAS"
cublas_fp16,"cuBLAS FP16 Tensor Core on dequantized B",4096,4096,4096,32,0,0,0,0,0,0,0,-1,0,-1,steady,2.0600641,2.0592117,2.0223041,2.0728641,66.715863,0,0,0,0,"not workload-equivalent: B already materialized"
separate,"dequant kernel + cuBLAS",4096,4096,4096,32,0,0,0,0,0,0,0,-1,0,-1,steady,2.6452479,2.6496396,2.220608,2.9398401,51.956927,0,0,0,0,"includes dequant and GEMM"
v18a,"fragment-pair TMA + two packed scale registers",4096,4096,4096,32,64,128,32,64,32,2,128,96,12816,0.41666666,steady,2.368448,2.3791709,2.1453121,2.6166401,58.02912,1,1,0,0,""
v18b,"compact pair/scale + computed-phase full/empty TMA",4096,4096,4096,32,64,128,32,64,32,2,128,96,12832,0.41666666,steady,2.3889599,2.3782003,2.1432321,2.6087041,57.530875,0.99141389,0.99141389,0,0,""
v18c,"compact full/empty TMA + serialized BFE/PRMT decode",4096,4096,4096,32,64,128,32,64,32,2,128,96,12832,0.41666666,steady,2.4176321,2.4148962,2.159488,2.645216,56.848581,0.98814037,0.97965609,0,0,""
final,"group-aware V18/V17: compact pair g32, ldmatrix g64, pair g128",4096,4096,4096,32,64,128,32,64,32,2,128,96,12816,0.41666666,steady,2.3742399,2.3812528,2.145088,2.6125441,57.887559,1.0182762,0.99756052,0,0,""
final_cold,"group-aware V18/V17: compact pair g32, ldmatrix g64, pair g128",4096,4096,4096,32,64,128,32,64,32,2,128,96,12816,0.41666666,cold-ish,2.3613441,2.362498,2.122752,2.6023359,58.203696,1.0054612,1.0030084,0,0,"128 MiB cache-disturb kernel before each untimed GEMM event"
