version,description,M,N,K,group_size,BM,BN,BK,warp_tile_m,warp_tile_n,stages,threads,registers_per_thread,smem_bytes,occupancy,cache_mode,median_ms,mean_ms,min_ms,p95_ms,effective_tflops,speedup_vs_previous,speedup_vs_baseline,max_abs_error,rmse,notes
quantize,"GPU symmetric group quantization",4096,4096,4096,32,0,0,0,0,0,0,256,-1,0,-1,preprocess,1.101536,1.0962166,0.95468801,1.285664,0,0,0,0,0,""
repack,"CTA tile-contiguous BN128 BK32",4096,4096,4096,32,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.055968001,0.056804311,0.054559998,0.057248,0,0,0,0,0,""
repack_mma,"lane-native MMA fragments + tile-contiguous scales",4096,4096,4096,32,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.041536,0.041454736,0.039872002,0.041983999,0,0,0,0,0,"weights and scales; no allocation in timed region"
repack_mma_pair,"two k16 fragments per uint32 + tile-contiguous scales",4096,4096,4096,32,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.033504002,0.034030255,0.032256,0.035744,0,0,0,0,0,"weights and scales; no allocation in timed region"
end_to_end,"quantize + final-layout repack + fused final GEMM",4096,4096,4096,32,64,128,32,32,64,2,128,-1,0,-1,one-shot,3.8238721,3.9000406,3.5421121,4.573472,35.942351,0,0,0,0,"preprocessing is normally amortized for inference weights"
dequant,"materialize packed INT4 B as FP16",4096,4096,4096,32,0,0,0,0,0,0,256,-1,0,-1,baseline-component,0.138944,0.14274222,0.13772801,0.180224,0,0,0,0,0,"separately timed component of dequant + cuBLAS"
cublas_fp16,"cuBLAS FP16 Tensor Core on dequantized B",4096,4096,4096,32,0,0,0,0,0,0,0,-1,0,-1,steady,2.057344,2.0552862,2.0225279,2.073184,66.804072,0,0,0,0,"not workload-equivalent: B already materialized"
separate,"dequant kernel + cuBLAS",4096,4096,4096,32,0,0,0,0,0,0,0,-1,0,-1,steady,2.4962239,2.5218592,2.221056,3.0507841,55.058744,0,0,0,0,"includes dequant and GEMM"
final,"group-aware register MMA: TMA g32/g64, cp.async g128",4096,4096,4096,32,64,128,32,32,64,2,128,96,12816,0.41666666,steady,2.4782081,2.5343187,2.217504,3.2350399,55.459005,1,1,0,0,""
final_cold,"group-aware register MMA: TMA g32/g64, cp.async g128",4096,4096,4096,32,64,128,32,32,64,2,128,96,12816,0.41666666,cold-ish,2.4714561,2.5206373,2.197504,3.165184,55.610519,1.002732,1.002732,0,0,"128 MiB cache-disturb kernel before each untimed GEMM event"
