version,description,M,N,K,group_size,BM,BN,BK,warp_tile_m,warp_tile_n,stages,threads,registers_per_thread,smem_bytes,occupancy,cache_mode,median_ms,mean_ms,min_ms,p95_ms,effective_tflops,speedup_vs_previous,speedup_vs_baseline,max_abs_error,rmse,notes
final,"selected stage2 kernel, A stride 40 / B stride 152",4096,4096,4096,32,64,128,32,32,64,2,128,94,32768,0.25,steady,2.903136,2.9039016,2.6842239,3.1207681,47.341548,1.0460192,1.1036561,0,0,""
final_cold,"selected stage2 kernel, A stride 40 / B stride 152",4096,4096,4096,32,64,128,32,32,64,2,128,94,32768,0.25,cold-ish,2.941952,2.9374447,2.6849279,3.1259201,46.716926,0.98680604,1.0890946,0,0,"128 MiB cache-disturb kernel before each untimed GEMM event"
quantize,"GPU symmetric group quantization",4096,4096,4096,64,0,0,0,0,0,0,256,-1,0,-1,preprocess,0.57145602,0.60430467,0.56956798,0.71900803,0,0,0,0,0,""
repack,"CTA tile-contiguous BN128 BK32",4096,4096,4096,64,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.054079998,0.054135993,0.052960001,0.054912001,0,0,0,0,0,""
dequant,"materialize packed INT4 B as FP16",4096,4096,4096,64,0,0,0,0,0,0,256,-1,0,-1,baseline-component,0.13580801,0.13958143,0.134496,0.17238399,0,0,0,0,0,"separately timed component of dequant + cuBLAS"
cublas_fp16,"cuBLAS FP16 Tensor Core on dequantized B",4096,4096,4096,64,0,0,0,0,0,0,0,-1,0,-1,steady,2.053184,2.046164,2.022176,2.0662401,66.939423,0,0,0,0,"not workload-equivalent: B already materialized"
separate,"dequant kernel + cuBLAS",4096,4096,4096,64,0,0,0,0,0,0,0,-1,0,-1,steady,2.4909761,2.4697466,2.2149761,2.6836159,55.174738,0,0,0,0,"includes dequant and GEMM"
v15a,"TMA packed-B + cp.async padded-A",4096,4096,4096,64,64,128,32,32,64,2,128,116,32784,0.25,steady,3.4264641,3.4304328,3.1408319,3.6505921,40.111015,1,1,0,0,""
v15b,"TMA A/B with compact A shared tile",4096,4096,4096,64,64,128,32,32,64,2,128,122,32784,0.25,steady,3.2866881,3.287606,3.0039999,3.5127039,41.816853,1.0425279,1.0425279,0,0,""
v15c,"three-stage TMA A/B pipeline",4096,4096,4096,64,64,128,32,32,64,3,128,118,32792,0.25,steady,3.2610879,3.2874067,3.0112,3.488096,42.145124,1.0078502,1.050712,0,0,""
v15d,"four-stage TMA A/B pipeline, compact B",4096,4096,4096,64,64,128,32,32,64,4,128,122,32800,0.25,steady,5.0142398,5.0337925,4.4737921,5.3984962,27.409729,0.65036537,0.68334667,0,0,""
v15e,"three-stage TMA A/B, leader mbarrier wait",4096,4096,4096,64,64,128,32,32,64,3,128,118,32792,0.25,steady,3.3192,3.3169317,3.0491199,3.5178559,41.407252,1.5106772,1.0323162,0,0,""
final,"selected stage2 kernel, A stride 40 / B stride 152",4096,4096,4096,64,64,128,32,32,64,2,128,96,32768,0.25,steady,3.257184,3.2668533,3.015008,3.455008,42.195637,1.0190398,1.0519713,0,0,""
final_cold,"selected stage2 kernel, A stride 40 / B stride 152",4096,4096,4096,64,64,128,32,32,64,2,128,96,32768,0.25,cold-ish,3.2962561,3.2992857,3.0218239,3.502912,41.695472,0.98814654,1.0395018,0,0,"128 MiB cache-disturb kernel before each untimed GEMM event"
quantize,"GPU symmetric group quantization",4096,4096,4096,128,0,0,0,0,0,0,256,-1,0,-1,preprocess,0.41241601,0.41639432,0.41030401,0.435552,0,0,0,0,0,""
repack,"CTA tile-contiguous BN128 BK32",4096,4096,4096,128,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.053984001,0.053856984,0.051968001,0.054079998,0,0,0,0,0,""
dequant,"materialize packed INT4 B as FP16",4096,4096,4096,128,0,0,0,0,0,0,256,-1,0,-1,baseline-component,0.132672,0.135472,0.131264,0.1648,0,0,0,0,0,"separately timed component of dequant + cuBLAS"
cublas_fp16,"cuBLAS FP16 Tensor Core on dequantized B",4096,4096,4096,128,0,0,0,0,0,0,0,-1,0,-1,steady,2.039072,2.0434401,2.022208,2.065696,67.402696,0,0,0,0,"not workload-equivalent: B already materialized"
separate,"dequant kernel + cuBLAS",4096,4096,4096,128,0,0,0,0,0,0,0,-1,0,-1,steady,2.491744,2.4722433,2.20544,2.6739841,55.157733,0,0,0,0,"includes dequant and GEMM"
v15a,"TMA packed-B + cp.async padded-A",4096,4096,4096,128,64,128,32,32,64,2,128,116,32784,0.25,steady,3.4092481,3.4085441,3.1303041,3.5955839,40.313567,1,1,0,0,""
v15b,"TMA A/B with compact A shared tile",4096,4096,4096,128,64,128,32,32,64,2,128,122,32784,0.25,steady,3.2302401,3.2398264,2.9851201,3.4821119,42.547597,1.0554163,1.0554163,0,0,""
v15c,"three-stage TMA A/B pipeline",4096,4096,4096,128,64,128,32,32,64,3,128,118,32792,0.25,steady,3.27616,3.2754984,2.991488,3.5001919,41.951234,0.98598362,1.0406232,0,0,""
v15d,"four-stage TMA A/B pipeline, compact B",4096,4096,4096,128,64,128,32,32,64,4,128,122,32800,0.25,steady,5.016448,5.0517969,4.6247358,5.3515201,27.397663,0.65308361,0.67961396,0,0,""
v15e,"three-stage TMA A/B, leader mbarrier wait",4096,4096,4096,128,64,128,32,32,64,3,128,118,32792,0.25,steady,3.294112,3.3196516,3.0438721,3.545696,41.722611,1.5228529,1.0349521,0,0,""
final,"selected stage2 kernel, A stride 40 / B stride 152",4096,4096,4096,128,64,128,32,32,64,2,128,96,32768,0.25,steady,3.2600319,3.2731476,3.009728,3.4793921,42.158775,1.0104539,1.0457714,0,0,""
final_cold,"selected stage2 kernel, A stride 40 / B stride 152",4096,4096,4096,128,64,128,32,32,64,2,128,96,32768,0.25,cold-ish,3.2556159,3.2825303,3.011616,3.5046079,42.21596,1.0013564,1.0471899,0,0,"128 MiB cache-disturb kernel before each untimed GEMM event"
