version,description,M,N,K,group_size,BM,BN,BK,warp_tile_m,warp_tile_n,stages,threads,registers_per_thread,smem_bytes,occupancy,cache_mode,median_ms,mean_ms,min_ms,p95_ms,effective_tflops,speedup_vs_previous,speedup_vs_baseline,max_abs_error,rmse,notes
quantize,"GPU symmetric group quantization",4096,4096,4096,64,0,0,0,0,0,0,256,-1,0,-1,preprocess,0.572384,0.60560757,0.56928003,0.72553599,0,0,0,0,0,""
repack,"CTA tile-contiguous BN128 BK32",4096,4096,4096,64,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.053920001,0.054686669,0.053024001,0.055776,0,0,0,0,0,""
repack_mma,"lane-native MMA fragments + tile-contiguous scales",4096,4096,4096,64,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.039551999,0.040211566,0.038559999,0.040672,0,0,0,0,0,"weights and scales; no allocation in timed region"
repack_mma_pair,"two k16 fragments per uint32 + tile-contiguous scales",4096,4096,4096,64,0,128,32,0,0,0,256,-1,0,-1,preprocess,0.03136,0.032306902,0.030784,0.033312,0,0,0,0,0,"weights and scales; no allocation in timed region"
end_to_end,"quantize + final-layout repack + fused final GEMM",4096,4096,4096,64,64,128,32,64,32,2,128,-1,0,-1,one-shot,3.1502399,3.1515639,2.890944,3.3683839,43.628091,0,0,0,0,"preprocessing is normally amortized for inference weights"
dequant,"materialize packed INT4 B as FP16",4096,4096,4096,64,0,0,0,0,0,0,256,-1,0,-1,baseline-component,0.136352,0.13947351,0.13475201,0.172704,0,0,0,0,0,"separately timed component of dequant + cuBLAS"
cublas_fp16,"cuBLAS FP16 Tensor Core on dequantized B",4096,4096,4096,64,0,0,0,0,0,0,0,-1,0,-1,steady,2.0575681,2.0590832,2.0320959,2.07424,66.796795,0,0,0,0,"not workload-equivalent: B already materialized"
separate,"dequant kernel + cuBLAS",4096,4096,4096,64,0,0,0,0,0,0,0,-1,0,-1,steady,2.4965119,2.4864671,2.2148161,2.7242241,55.052392,0,0,0,0,"includes dequant and GEMM"
v18a,"fragment-pair TMA + two packed scale registers",4096,4096,4096,64,64,128,32,64,32,2,128,96,12816,0.41666666,steady,2.367872,2.3808131,2.1445119,2.608288,58.043236,1,1,0,0,""
v18b,"compact pair/scale + computed-phase full/empty TMA",4096,4096,4096,64,64,128,32,64,32,2,128,96,12832,0.41666666,steady,2.4004159,2.3908362,2.1434879,2.6228161,57.256309,0.98644239,0.98644239,0,0,""
v18c,"compact full/empty TMA + serialized BFE/PRMT decode",4096,4096,4096,64,64,128,32,64,32,2,128,96,12832,0.41666666,steady,2.390624,2.3968515,2.1578879,2.6489279,57.490827,1.0040959,0.9904828,0,0,""
final,"group-aware V18/V17: compact pair g32, ldmatrix g64, pair g128",4096,4096,4096,64,64,128,32,64,32,2,128,96,12816,0.41666666,steady,2.4108479,2.3950808,2.155776,2.616704,57.008554,0.99161131,0.98217395,0,0,""
final_cold,"group-aware V18/V17: compact pair g32, ldmatrix g64, pair g128",4096,4096,4096,64,64,128,32,64,32,2,128,96,12816,0.41666666,cold-ish,2.378016,2.3777459,2.134016,2.6238079,57.795639,1.0138065,0.99573426,0,0,"128 MiB cache-disturb kernel before each untimed GEMM event"
